evidence_id	entity_type	entity_id	field	source_asset	metadata_path	metadata_key	raw_value	normalized_value	evidence_grade	interpretation	conflict_flag
HEST::MISC33::raw_id	physical_unit	HEST::MISC33	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	id	MISC33		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_patient	physical_unit	HEST::MISC33	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_slide_id	physical_unit	HEST::MISC33	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_st_technology	physical_unit	HEST::MISC33	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_study_link	physical_unit	HEST::MISC33	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_subseries	physical_unit	HEST::MISC33	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	subseries	8899_AS_8		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC33::raw_z_step_size	physical_unit	HEST::MISC33	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC33.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_download_page_link1	physical_unit	HEST::MISC34	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_id	physical_unit	HEST::MISC34	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	id	MISC34		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_patient	physical_unit	HEST::MISC34	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_slide_id	physical_unit	HEST::MISC34	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_st_technology	physical_unit	HEST::MISC34	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_study_link	physical_unit	HEST::MISC34	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_subseries	physical_unit	HEST::MISC34	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	subseries	8899_AS_7		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC34::raw_z_step_size	physical_unit	HEST::MISC34	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC34.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_download_page_link1	physical_unit	HEST::MISC35	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_id	physical_unit	HEST::MISC35	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	id	MISC35		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_patient	physical_unit	HEST::MISC35	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_slide_id	physical_unit	HEST::MISC35	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_st_technology	physical_unit	HEST::MISC35	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_study_link	physical_unit	HEST::MISC35	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_subseries	physical_unit	HEST::MISC35	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	subseries	8899_AS_6		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC35::raw_z_step_size	physical_unit	HEST::MISC35	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC35.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_download_page_link1	physical_unit	HEST::MISC36	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_id	physical_unit	HEST::MISC36	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	id	MISC36		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_patient	physical_unit	HEST::MISC36	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_slide_id	physical_unit	HEST::MISC36	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_st_technology	physical_unit	HEST::MISC36	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_study_link	physical_unit	HEST::MISC36	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_subseries	physical_unit	HEST::MISC36	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	subseries	8899_AS_5		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC36::raw_z_step_size	physical_unit	HEST::MISC36	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC36.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_download_page_link1	physical_unit	HEST::MISC37	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_id	physical_unit	HEST::MISC37	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	id	MISC37		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_patient	physical_unit	HEST::MISC37	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_slide_id	physical_unit	HEST::MISC37	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_st_technology	physical_unit	HEST::MISC37	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_study_link	physical_unit	HEST::MISC37	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_subseries	physical_unit	HEST::MISC37	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	subseries	8899_AS_4		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC37::raw_z_step_size	physical_unit	HEST::MISC37	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC37.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_download_page_link1	physical_unit	HEST::MISC38	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_id	physical_unit	HEST::MISC38	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	id	MISC38		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_patient	physical_unit	HEST::MISC38	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_slide_id	physical_unit	HEST::MISC38	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_st_technology	physical_unit	HEST::MISC38	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_study_link	physical_unit	HEST::MISC38	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_subseries	physical_unit	HEST::MISC38	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	subseries	8899_AS_3		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC38::raw_z_step_size	physical_unit	HEST::MISC38	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC38.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_download_page_link1	physical_unit	HEST::MISC39	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_id	physical_unit	HEST::MISC39	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	id	MISC39		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_patient	physical_unit	HEST::MISC39	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_slide_id	physical_unit	HEST::MISC39	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_st_technology	physical_unit	HEST::MISC39	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_study_link	physical_unit	HEST::MISC39	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_subseries	physical_unit	HEST::MISC39	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	subseries	8899_AS_2		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC39::raw_z_step_size	physical_unit	HEST::MISC39	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC39.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_download_page_link1	physical_unit	HEST::MISC40	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_id	physical_unit	HEST::MISC40	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	id	MISC40		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_patient	physical_unit	HEST::MISC40	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_slide_id	physical_unit	HEST::MISC40	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_st_technology	physical_unit	HEST::MISC40	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_study_link	physical_unit	HEST::MISC40	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_subseries	physical_unit	HEST::MISC40	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	subseries	8899_AS_1		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC40::raw_z_step_size	physical_unit	HEST::MISC40	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC40.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_download_page_link1	physical_unit	HEST::MISC41	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_id	physical_unit	HEST::MISC41	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	id	MISC41		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_patient	physical_unit	HEST::MISC41	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_slide_id	physical_unit	HEST::MISC41	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_st_technology	physical_unit	HEST::MISC41	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_study_link	physical_unit	HEST::MISC41	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_subseries	physical_unit	HEST::MISC41	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	subseries	8578_AS_4		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC41::raw_z_step_size	physical_unit	HEST::MISC41	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC41.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_download_page_link1	physical_unit	HEST::MISC42	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_id	physical_unit	HEST::MISC42	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	id	MISC42		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_patient	physical_unit	HEST::MISC42	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_slide_id	physical_unit	HEST::MISC42	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_st_technology	physical_unit	HEST::MISC42	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_study_link	physical_unit	HEST::MISC42	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_subseries	physical_unit	HEST::MISC42	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	subseries	8578_AS_3		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC42::raw_z_step_size	physical_unit	HEST::MISC42	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC42.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_download_page_link1	physical_unit	HEST::MISC43	download_page_link1	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	download_page_link1	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_id	physical_unit	HEST::MISC43	id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	id	MISC43		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_patient	physical_unit	HEST::MISC43	patient	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	patient			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_slide_id	physical_unit	HEST::MISC43	slide_id	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	slide_id			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_st_technology	physical_unit	HEST::MISC43	st_technology	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	st_technology	Visium		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_study_link	physical_unit	HEST::MISC43	study_link	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	study_link	https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_subseries	physical_unit	HEST::MISC43	subseries	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	subseries	8578_AS_2		E3_explicit	Bundled HEST metadata; no block or serial inference.	no
HEST::MISC43::raw_z_step_size	physical_unit	HEST::MISC43	z_step_size	META::hest_metadata_json	data/other_sources/hest1k/metadata/MISC43.json	z_step_size			E0_unknown	Bundled HEST metadata; no block or serial inference.	no
